{'name': 'spim_core.spim_base.Exaspim', 'msg': 'tiger motorized axes parameters', 'levelname': 'INFO', 'created': 1691013475.8774211, 'tags': ['schema'], 'message': 'tiger motorized axes parameters', 'asctime': '2023-08-02,14:57:55', 'created_strftime': '2023-08-02,14:57:55'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'X axis, Axis Name ChX, X', 'levelname': 'INFO', 'created': 1691013476.2118802, 'tags': ['schema'], 'message': 'X axis, Axis Name ChX, X', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Min Lim, -17.498 [SL] mm', 'levelname': 'INFO', 'created': 1691013476.7390463, 'tags': ['schema'], 'message': 'Y axis, Min Lim, -17.498 [SL] mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Ramp Time, 70.50 [AC] ms', 'levelname': 'INFO', 'created': 1691013476.745029, 'tags': ['schema'], 'message': 'Y axis, Ramp Time, 70.50 [AC] ms', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Ramp Length, 16347 enc', 'levelname': 'INFO', 'created': 1691013476.7480319, 'tags': ['schema'], 'message': 'Y axis, Ramp Length, 16347 enc', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Run Speed, 1.28638 [S]mm/s', 'levelname': 'INFO', 'created': 1691013476.7510266, 'tags': ['schema'], 'message': 'Y axis, Run Speed, 1.28638 [S]mm/s', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, vmax_enc*64, 7475', 'levelname': 'INFO', 'created': 1691013476.755012, 'tags': ['schema'], 'message': 'Y axis, vmax_enc*64, 7475', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Servo Lp Time, 0.50 ms', 'levelname': 'INFO', 'created': 1691013476.758015, 'tags': ['schema'], 'message': 'Y axis, Servo Lp Time, 0.50 ms', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Enc Polarity, 1 [EP]', 'levelname': 'INFO', 'created': 1691013476.764006, 'tags': ['schema'], 'message': 'Y axis, Enc Polarity, 1 [EP]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, dv_enc, 53', 'levelname': 'INFO', 'created': 1691013476.7670012, 'tags': ['schema'], 'message': 'Y axis, dv_enc, 53', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, LL Axis ID, 25', 'levelname': 'INFO', 'created': 1691013476.7709885, 'tags': ['schema'], 'message': 'Y axis, LL Axis ID, 25', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Drift Error, 0.000200 [E] mm', 'levelname': 'INFO', 'created': 1691013476.7749877, 'tags': ['schema'], 'message': 'Y axis, Drift Error, 0.000200 [E] mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc_drift_err, 36', 'levelname': 'INFO', 'created': 1691013476.7799802, 'tags': ['schema'], 'message': 'Y axis, enc_drift_err, 36', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Finish Error, 0.000012 [PC] mm', 'levelname': 'INFO', 'created': 1691013476.7829757, 'tags': ['schema'], 'message': 'Y axis, Finish Error, 0.000012 [PC] mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc_finsh_err, 2', 'levelname': 'INFO', 'created': 1691013476.785971, 'tags': ['schema'], 'message': 'Y axis, enc_finsh_err, 2', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Backlash, 0.010000 [B] mm', 'levelname': 'INFO', 'created': 1691013476.7959492, 'tags': ['schema'], 'message': 'Y axis, Backlash, 0.010000 [B] mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc_backlash, 1815', 'levelname': 'INFO', 'created': 1691013476.7989576, 'tags': ['schema'], 'message': 'Y axis, enc_backlash, 1815', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Overshoot, 0.000000 [OS] mm', 'levelname': 'INFO', 'created': 1691013476.8019454, 'tags': ['schema'], 'message': 'Y axis, Overshoot, 0.000000 [OS] mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc_overshoot, 0', 'levelname': 'INFO', 'created': 1691013476.8059392, 'tags': ['schema'], 'message': 'Y axis, enc_overshoot, 0', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Kp, 125 [KP]', 'levelname': 'INFO', 'created': 1691013476.809949, 'tags': ['schema'], 'message': 'Y axis, Kp, 125 [KP]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Ki, 100 [KI]', 'levelname': 'INFO', 'created': 1691013476.8129277, 'tags': ['schema'], 'message': 'Y axis, Ki, 100 [KI]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Kv, 94 [KV]', 'levelname': 'INFO', 'created': 1691013476.8159223, 'tags': ['schema'], 'message': 'Y axis, Kv, 94 [KV]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Kd, 0 [KD]', 'levelname': 'INFO', 'created': 1691013476.8199162, 'tags': ['schema'], 'message': 'Y axis, Kd, 0 [KD]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Ka, 0 [KA]', 'levelname': 'INFO', 'created': 1691013476.8258996, 'tags': ['schema'], 'message': 'Y axis, Ka, 0 [KA]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Kadc, 1', 'levelname': 'INFO', 'created': 1691013476.8288956, 'tags': ['schema'], 'message': 'Y axis, Kadc, 1', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Axis Enable, 1 [MC]', 'levelname': 'INFO', 'created': 1691013476.8318975, 'tags': ['schema'], 'message': 'Y axis, Axis Enable, 1 [MC]', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Motor Enable, 0', 'levelname': 'INFO', 'created': 1691013476.8388834, 'tags': ['schema'], 'message': 'Y axis, Motor Enable, 0', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, CMD_stat, NO_MOVE', 'levelname': 'INFO', 'created': 1691013476.8418808, 'tags': ['schema'], 'message': 'Y axis, CMD_stat, NO_MOVE', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Move_stat, IDLE', 'levelname': 'INFO', 'created': 1691013476.8448699, 'tags': ['schema'], 'message': 'Y axis, Move_stat, IDLE', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Current pos, -0.0000 mm', 'levelname': 'INFO', 'created': 1691013476.8488705, 'tags': ['schema'], 'message': 'Y axis, Current pos, -0.0000 mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc position, -2', 'levelname': 'INFO', 'created': 1691013476.852865, 'tags': ['schema'], 'message': 'Y axis, enc position, -2', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Target pos, 0.0000 mm', 'levelname': 'INFO', 'created': 1691013476.8568575, 'tags': ['schema'], 'message': 'Y axis, Target pos, 0.0000 mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc target, 0', 'levelname': 'INFO', 'created': 1691013476.8598468, 'tags': ['schema'], 'message': 'Y axis, enc target, 0', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, enc pos error, 2', 'levelname': 'INFO', 'created': 1691013476.8638458, 'tags': ['schema'], 'message': 'Y axis, enc pos error, 2', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, EEsum, 2086', 'levelname': 'INFO', 'created': 1691013476.8688357, 'tags': ['schema'], 'message': 'Y axis, EEsum, 2086', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Lst Stle Time, 115 ms', 'levelname': 'INFO', 'created': 1691013476.8728266, 'tags': ['schema'], 'message': 'Y axis, Lst Stle Time, 115 ms', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Av Settle Tim, 0 ms', 'levelname': 'INFO', 'created': 1691013476.8758273, 'tags': ['schema'], 'message': 'Y axis, Av Settle Tim, 0 ms', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'Y axis, Home position, 560.64 mm', 'levelname': 'INFO', 'created': 1691013476.8798218, 'tags': ['schema'], 'message': 'Y axis, Home position, 560.64 mm', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
